#BM MDM=OK*
#BM MSK=------------*
#BM TSS=OFF 16:00 ( 2q)  each 24h*
#BM TSM=NET 13:10 ( 1q)  each 01h*
#BM MES=0.33; ; V/m*
#BM IDN=490ZY30411;Nsts,AMB-8059-00; 2.29 11/22;490ZY30411;24.10.23;NET 13:10 ( 1q)  each 01h;OFF 16:00 ( 2q)  each 24h;------------;*
#BM MES=0.33; ; V/m*
#BM MDM=OK*
#BM SWI=OK*
#BM MDM=0*
#BM PRB=EP-1B-08:24.10.23; V/m:100.00:200.00:0.18:S*
Instrument time updated 10.47.12 - 26/03/24#BM PRB=EP-1B-08:24.10.23; V/m:100.00:200.00:0.18:S*
#BM EEM=OK*
Erasing Mobile Flash
#BM ERM=OK   40*
#BM *;
MES=0.32; ; ; ; V/m; 3.65V; $GPRMC,144820.307,V,,,,,0.00,0.00,260324,,,N*43;;-10.00;1.00;1.00;28.40;65.19 -->26/03/24 10:48:21*;
MES=0.33; ; ; ; V/m; 3.65V; $GPRMC,144821.298,V,,,,,0.53,0.00,260324,,,N*43;;8.00;2.00;-8.00;28.40;65.19 -->26/03/24 10:48:21*;
MES=0.33; ; ; ; V/m; 3.65V; $GPRMC,144821.298,V,,,,,0.53,0.00,260324,,,N*43;;7.00;-6.00;-2.00;28.40;65.19 -->26/03/24 10:48:21*;
MES=0.33; ; ; ; V/m; 3.65V; $GPRMC,144821.298,V,,,,,0.53,0.00,260324,,,N*43;;-6.00;-25.00;-8.00;28.40;65.19 -->26/03/24 10:48:22*;
MES=0.33; ; ; ; V/m; 3.65V; $GPRMC,144821.298,V,,,,,0.53,0.00,260324,,,N*43;;-13.00;8.00;8.00;28.40;65.19 -->26/03/24 10:48:22*;
MES=0.33; ; ; ; V/m; 3.65V; $GPRMC,144822.298,V,,,,,0.36,0.00,260324,,,N*43;;23.00;20.00;10.00;28.40;65.19 -->26/03/24 10:48:22*;
MES=0.35; ; ; ; V/m; 3.65V; $GPRMC,144822.298,V,,,,,0.36,0.00,260324,,,N*43;;-15.00;-1.00;-16.00;28.40;65.19 -->26/03/24 10:48:22*;
MES=0.35; ; ; ; V/m; 3.65V; $GPRMC,144822.298,V,,,,,0.36,0.00,260324,,,N*43;;24.00;-3.00;-3.00;28.40;65.19 -->26/03/24 10:48:23*;
MES=0.35; ; ; ; V/m; 3.65V; $GPRMC,144823.298,V,,,,,0.37,0.00,260324,,,N*43;;-28.00;-4.00;-8.00;28.40;65.19 -->26/03/24 10:48:23*;
MES=0.37; ; ; ; V/m; 3.65V; $GPRMC,144823.298,V,,,,,0.37,0.00,260324,,,N*43;;14.00;-3.00;2.00;28.40;65.19 -->26/03/24 10:48:23*;
MES=0.38; ; ; ; V/m; 3.65V; $GPRMC,144823.298,V,,,,,0.37,0.00,260324,,,N*43;;-13.00;-15.00;10.00;28.40;65.19 -->26/03/24 10:48:23*;
