ID;Unidade regional;UF;Município;Serviço;N° Fistel;N° da Estacao;Latitude da Estação;Longitude da Estação
1728;GR08;BA;Jequié;RETRANSMISSAO DE T.V.;50400476142;322642809;-14,014444;-39,916668
1729;GR08;BA;Jequié;RETRANSMISSAO DE T.V.;50413402185;1002844433;-13,893611;-40,121944
1730;GR08;BA;Jequié;RETRANSMISSAO DE T.V.;50400449846;322621470;-13,8575;-40,08361
1731;GR08;BA;Jequié;Radiodifusão Comunitária;50011681209;641168250;-13,818055;-40,105556
1732;GR08;BA;Jequié;SERVIÇO MOVEL PESSOAL;50409307637;684331616;-13,8509;-40,0877
1733;GR08;BA;Jequié;SERVIÇO MOVEL PESSOAL;50409428698;355903067;-13,8509;-40,0877
1734;GR08;BA;Jequié;SERVIÇO MOVEL PESSOAL;50409146285;1146130;-13,8509;-40,0877
1735;GR08;BA;Jequié;SERVIÇO MOVEL PESSOAL;50409428698;1009198359;-13,8509;-40,0877
1736;GR08;BA;Jequié;Limitado Privado;50411002252;1000387140;-14,076156;-39,938416
1737;GR08;BA;Jequié;Limitado Privado;6030024710;1013113885;-13,860556;-40,055
1738;GR08;BA;Jequié;Limitado Privado;6030024710;1013114059;-13,853453;-40,07736
1739;GR08;BA;Jequié;Limitado Privado;6030089684;697981509;-13,856331;-40,081394
1740;GR08;BA;Jequié;Limitado Privado;6030024710;1013114156;-13,86111;-40,09238
1741;GR08;BA;Jequié;Limitado Privado;6030089684;686870727;-13,859167;-40,088055
1742;GR08;BA;Jiquiriçá;RETRANSMISSAO DE T.V.;50412872951;1002201117;-13,258056;-39,57611
1743;GR08;BA;Jiquiriçá;RETRANSMISSAO DE T.V.;6023500188;322641756;-13,256667;-39,572224
1744;GR08;BA;Jiquiriçá;RETRANSMISSAO DE T.V.;50412892804;1002197608;-13,256667;-39,572224
1745;GR08;BA;Jiquiriçá;Radiodifusão Sonora em Onda Média;6020352102;322623278;-13,266111;-39,575554
1746;GR08;BA;Jiquiriçá;Radiodifusão Comunitária;50412983788;1007909819;-13,263056;-39,56861
1747;GR08;BA;Mucuri;RETRANSMISSAO DE T.V.;50400776618;679364277;-17,93875;-40,239418
1748;GR08;BA;Mucuri;RETRANSMISSAO DE T.V.;50413291413;1002419686;-18,081667;-39,54889
1749;GR08;BA;Mucuri;RETRANSMISSAO DE T.V.;50412864690;1002137648;-18,009706;-39,862488
1750;GR08;BA;Mucuri;RETRANSMISSAO DE T.V.;50400776537;679364269;-18,00975;-39,862804
1751;GR08;BA;Mucuri;RETRANSMISSAO DE T.V.;50413399451;1002844506;-18,01;-39,8625
1752;GR08;BA;Mucuri;RETRANSMISSAO DE T.V.;50400477971;322644283;-18,088612;-39,550556
1753;GR08;BA;Mucuri;RETRANSMISSAO DE T.V.;50413403076;1002828381;-18,084167;-39,549168
1754;GR08;BA;Mucuri;RETRANSMISSAO DE T.V.;50400776707;679344101;-18,081638;-39,549026
1755;GR08;BA;Mucuri;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;50419643788;1011098730;-18,005278;-39,861668
1756;GR08;BA;Nova Viçosa;RETRANSMISSAO DE T.V.;50400776456;679364250;-17,890223;-39,86211
1757;GR08;BA;Nova Viçosa;RETRANSMISSAO DE T.V.;50412872102;1002169540;-17,89;-39,861946
1758;GR08;BA;Nova Viçosa;RETRANSMISSAO DE T.V.;50412876353;1002196750;-17,894167;-39,372223
1759;GR08;BA;Nova Viçosa;RETRANSMISSAO DE T.V.;50400483785;322644313;-17,890278;-39,37
1760;GR08;BA;Nova Viçosa;RETRANSMISSAO DE T.V.;50413397670;1002888171;-17,890278;-39,37
1761;GR08;BA;Nova Viçosa;Radiodifusão Comunitária;50409064556;1001382380;-17,9;-39,82139
1762;GR08;BA;Nova Viçosa;RETRANSMISSAO DE T.V.;50412893606;1002198850;-17,8875;-39,855556
1763;GR08;BA;Nova Viçosa;Radiodifusão Comunitária;50400043033;686924673;-17,893612;-39,373055
1764;GR08;BA;Nova Viçosa;RETRANSMISSAO DE T.V.;50413291502;1002419147;-17,894167;-39,371666
1765;GR08;BA;Nova Viçosa;RETRANSMISSAO DE T.V.;6023502555;322641950;-17,891945;-39,371944
1766;GR08;BA;Nova Viçosa;RETRANSMISSAO DE T.V.;50400483602;322645310;-17,891945;-39,371944
1767;GR08;BA;Porto Seguro;Radiodifusão Comunitária;50013555162;683664263;-16,493334;-39,08139
1768;GR08;BA;Porto Seguro;Radiodifusão Comunitária;50405042922;691974993;-16,418612;-39,08472
1769;GR08;BA;Porto Seguro;RETRANSMISSAO DE T.V.;50400450500;323736394;-16,449722;-39,064724
1770;GR08;BA;Porto Seguro;RETRANSMISSAO DE T.V.;50400481065;322645344;-16,449722;-39,064724
1771;GR08;BA;Porto Seguro;RETRANSMISSAO DE T.V.;50412892472;1002197420;-16,449722;-39,064724
1772;GR08;BA;Porto Seguro;Radiodifusão Sonora em Onda Média;6021050304;322640547;-16,481945;-39,072224
1773;GR08;BA;Porto Seguro;RETRANSMISSAO DE T.V.;50400502402;442500262;-16,448889;-39,064724
1774;GR08;BA;Porto Seguro;Radioenlaces Associados ao SMP;50404065414;696670054;-16,45;-39,06704
1775;GR08;BA;Porto Seguro;Radioenlaces Associados ao SMP;50404065414;689088760;-16,59;-39,0998
1776;GR08;BA;Porto Seguro;Limitado Privado;50417425295;1014700709;-16,590166;-39,099693
1777;GR08;BA;Porto Seguro;Limitado Privado;50401740714;686725042;-16,447779;-39,06472
1778;GR08;BA;Porto Seguro;Radioenlaces associados ao SCM;50013414186;686182405;-16,588888;-39,09639
1779;GR08;BA;Porto Seguro;Radioenlaces associados ao SCM;50013414186;685024997;-16,450277;-39,065277
1780;GR08;BA;Porto Seguro;Limitado Privado;11030019223;1684787;-16,450832;-39,064445
1781;GR08;BA;Porto Seguro;Limitado Privado;50417179405;699190843;-16,415464;-39,08921
1782;GR08;BA;Porto Seguro;Limitado Privado;6030089684;697807320;-16,490786;-39,075535
1783;GR08;BA;Porto Seguro;Radioenlaces associados ao SCM;50013414186;686182367;-16,490833;-39,074165
1784;GR08;BA;Presidente Dutra;RETRANSMISSAO DE T.V.;50413398641;1002827008;-11,290167;-41,981445
1785;GR08;BA;Presidente Dutra;RETRANSMISSAO DE T.V.;50400480417;322644526;-11,268056;-42,01
1786;GR08;BA;Presidente Dutra;Radiodifusão Comunitária;50406233721;692609814;-11,297222;-41,98528
1787;GR08;BA;Presidente Dutra;SERVIÇO MOVEL PESSOAL;50409146285;697342883;-11,2923;-41,9843
1788;GR08;BA;Presidente Dutra;SERVIÇO MOVEL PESSOAL;50409428698;1013196470;-11,2923;-41,9843
1789;GR08;BA;Presidente Dutra;SERVIÇO MOVEL PESSOAL;50409307637;690719531;-11,2923;-41,9843
1790;GR08;BA;Queimadas;RETRANSMISSAO DE T.V.;6023503950;322642086;-10,977778;-39,624443
1791;GR08;BA;Queimadas;RETRANSMISSAO DE T.V.;50413369382;1002593554;-11,052369;-39,856136
1792;GR08;BA;Queimadas;RETRANSMISSAO DE T.V.;50413369544;1002592078;-10,971111;-39,621944
1793;GR08;BA;Queimadas;RETRANSMISSAO DE T.V.;50413228800;1002453990;-10,980278;-39,62389
1794;GR08;BA;Queimadas;RETRANSMISSAO DE T.V.;50413369200;1002593350;-11,240278;-39,741665
1795;GR08;BA;Queimadas;RETRANSMISSAO DE T.V.;50400480689;322644542;-10,970555;-39,621944
1796;GR08;BA;Santa Inês;RETRANSMISSAO DE T.V.;50400488906;322644666;-13,284445;-39,814724
1797;GR08;BA;Santa Inês;RETRANSMISSAO DE T.V.;6023505147;322642140;-13,292222;-39,81889
1798;GR08;BA;Santa Inês;Retransmissão de Radiodifusão de Sons e Imagens - Digital;50410098647;1000098165;-13,284445;-39,814445
1799;GR08;BA;Santana;RETRANSMISSAO DE T.V.;50400488400;322644682;-12,970278;-44,087223
1800;GR08;BA;Santana;RETRANSMISSAO DE T.V.;50413385310;1002599358;-12,970278;-44,087223
1801;GR08;BA;Santana;Radiodifusão Sonora em Onda Média;6030116320;322647037;-12,983334;-44,05
1802;GR08;BA;Santana;RETRANSMISSAO DE T.V.;50400452200;323713238;-12,983334;-44,05111
1803;GR08;BA;Santana;Radiodifusão Comunitária;50416082106;1010960110;-12,980556;-44,053055
1804;GR08;BA;Santana;SERVIÇO MOVEL PESSOAL;50409428698;1008879646;-12,9792;-44,0506
1805;GR08;BA;Santana;SERVIÇO MOVEL PESSOAL;50409428698;1006842893;-12,9792;-44,0506
1806;GR08;BA;Santana;SERVIÇO MOVEL PESSOAL;50409146285;688076823;-12,9792;-44,0506
1807;GR08;BA;Santana;SERVIÇO MOVEL PESSOAL;50409307637;686214587;-12,9792;-44,0506
1808;GR08;BA;São Domingos;Radiodifusão Comunitária;50405751222;692256563;-11,490833;-39,518612
1809;GR08;BA;São Domingos;RETRANSMISSAO DE T.V.;50413386120;1002610335;-11,460556;-39,52833
1810;GR08;BA;São Domingos;Radiodifusão Comunitária;50405716826;692269690;-11,465;-39,526943
1811;GR08;BA;São Domingos;RETRANSMISSAO DE T.V.;50400489988;323724841;-11,465389;-39,52397
1812;GR08;BA;São Domingos;RETRANSMISSAO DE T.V.;50413386201;1002610360;-11,465555;-39,523888
1813;GR08;BA;Vitória da Conquista;Radiodifusão Comunitária;50411566202;1014977581;-15,109445;-41,080833
1814;GR09;CE;Aracati;RETRANSMISSAO DE T.V.;50403339006;1001084249;-4,555;-37,669724
1815;GR09;CE;Aracati;RETRANSMISSAO DE T.V.;50400581523;322892074;-4,633333;-37,85
1816;GR09;CE;Aracati;RETRANSMISSAO DE T.V.;50400588960;441924581;-4,538333;-37,695557
1817;GR09;CE;Aracati;RETRANSMISSAO DE T.V.;50400588889;322898471;-4,635833;-37,856945
1818;GR09;CE;Aracati;Retransmissão de Radiodifusão de Sons e Imagens - Digital;50410945781;1001388566;-4,538361;-37,695805
1819;GR09;CE;Aracati;Radiodifusão Comunitária;50415984521;1008673169;-4,566945;-37,772778
1820;GR09;CE;Aracati;Radiodifusão Comunitária;50415526906;1010974634;-4,566945;-37,772778
1821;GR09;CE;Aracati;Radiodifusão Comunitária;50011363509;631398929;-4,565278;-37,770832
1822;GR09;CE;Aracati;Radiodifusão Sonora em Onda Média;10008001219;322869854;-4,559722;-37,75
1823;GR09;CE;Aracati;Radiodifusão Sonora em Freqüência Modulada;10030034604;322893186;-4,578055;-37,7275
1824;GR09;CE;Aracati;RETRANSMISSAO DE T.V.;50410709115;699260990;-4,574722;-37,793056
1825;GR09;CE;Aracati;Retransmissão de Radiodifusão de Sons e Imagens - Digital;50410948888;1001033660;-4,574944;-37,793472
1826;GR09;CE;Aracati;Radiodifusão de Sons e Imagens;50012058165;637069110;-4,566389;-37,77028
1827;GR09;CE;Aracati;Radiodifusão Sonora em Freqüência Modulada;50012024007;323679200;-4,566111;-37,773335
1828;GR09;CE;Aracati;RETRANSMISSAO DE T.V.;50400775646;323708285;-4,566667;-37,766666
1829;GR09;CE;Aracati;RETRANSMISSAO DE T.V.;50413267628;1002523025;-4,566667;-37,766666
1830;GR09;CE;Aracati;SERVIÇO MOVEL PESSOAL;50437826848;1009930726;-4,6425;-37,7875
1831;GR09;CE;Aracati;SERVIÇO MOVEL PESSOAL;50409428698;5090172;-4,55826;-37,7679
1832;GR09;CE;Aracati;SERVIÇO MOVEL PESSOAL;50409428698;1001987885;-4,55826;-37,7679
1833;GR09;CE;Aracati;SERVIÇO MOVEL PESSOAL;50409146285;690746750;-4,55826;-37,7679
1834;GR09;CE;Aracati;SERVIÇO MOVEL PESSOAL;50409307637;534876978;-4,55826;-37,7679
1835;GR09;CE;Aracati;SERVIÇO MOVEL PESSOAL;50440366410;1015013900;-4,55826;-37,7679
1836;GR09;CE;Aracati;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;688358918;-4,663333;-37,70639
1837;GR09;CE;Aracati;Limitado Privado;50437505960;1014537875;-4,64875;-37,597057
1838;GR09;CE;Aracati;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;3394980;-4,571667;-37,655556
1839;GR09;CE;Aracati;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;50001155466;3661016;-4,559722;-37,769444
1840;GR09;CE;Aracati;Limitado Privado;50404567860;689670672;-4,561667;-37,769722
1841;GR09;CE;Aracati;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;50001151479;1014072;-4,566747;-37,77011
1842;GR09;CE;Aracati;Radioenlaces associados ao SCM;50013414186;688930425;-4,575;-37,791943
1843;GR09;CE;Aracati;Limitado Privado;50437505960;1014537867;-4,565472;-37,771473
1844;GR09;CE;Aracati;Limitado Privado;10030006570;587656;-4,562022;-37,771866
1845;GR09;CE;Aracati;Radioenlaces associados ao SCM;50013414186;688268404;-4,577778;-37,72222
1846;GR09;CE;Aracati;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;698108892;-4,560328;-37,76341
1847;GR09;CE;Aracati;Radioenlaces Associados ao SMP;50404065503;695623370;-4,560331;-37,763412
1848;GR09;CE;Arneiroz;RETRANSMISSAO DE T.V.;50400577763;322891850;-6,316667;-40,116665
1849;GR09;CE;Arneiroz;RETRANSMISSAO DE T.V.;50400577259;322891620;-6,316667;-40,15
1850;GR09;CE;Arneiroz;RETRANSMISSAO DE T.V.;50400590603;322899265;-6,320833;-40,15889
1851;GR09;CE;Arneiroz;RETRANSMISSAO DE T.V.;50400590433;322899249;-6,316667;-40,238888
1852;GR09;CE;Arneiroz;RETRANSMISSAO DE T.V.;50400588455;323731287;-6,329722;-40,1525
1853;GR09;CE;Arneiroz;RETRANSMISSAO DE T.V.;10030122805;322899281;-6,195556;-40,156387
1854;GR09;CE;Arneiroz;SERVIÇO MOVEL PESSOAL;50409428698;692327797;-6,3165;-40,1653
1855;GR09;CE;Arneiroz;SERVIÇO MOVEL PESSOAL;50409428698;1013059600;-6,3165;-40,1653
1856;GR09;CE;Arneiroz;SERVIÇO MOVEL PESSOAL;50409146285;1000881307;-6,3165;-40,1653
1857;GR09;CE;Arneiroz;SERVIÇO MOVEL PESSOAL;50409307637;1012389852;-6,3165;-40,1653
1858;GR09;CE;Arneiroz;Limitado Privado;50404567860;1013268773;-6,318194;-40,15761
1859;GR09;CE;Cruz;Radiodifusão Comunitária;50405717202;692346112;-2,858611;-40,40917
1860;GR09;CE;Cruz;Radiodifusão Comunitária;50011707887;641187580;-2,917222;-40,171112
1861;GR09;CE;Cruz;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;737046;-2,856667;-40,408333
1862;GR09;CE;Cruz;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;665753519;-2,909556;-40,334026
1863;GR09;CE;Cruz;Limitado Privado;50418766738;1012186218;-2,81928;-40,41352
1864;GR09;CE;Iguatu;Radiodifusão Sonora em Onda Média;10008002100;322869943;-6,333334;-39,416668
1865;GR09;CE;Iguatu;RETRANSMISSAO DE T.V.;50400580802;322891426;-6,35;-39,283333
1866;GR09;CE;Iguatu;RETRANSMISSAO DE T.V.;50400774836;323708501;-6,35;-39,283333
1867;GR09;CE;Iguatu;Radiodifusão Comunitária;50405717474;692316868;-6,400833;-39,16861
1868;GR09;CE;Iguatu;Radiodifusão Sonora em Freqüência Modulada;10020094728;322882397;-6,357361;-39,29989
1869;GR09;CE;Iguatu;Radiodifusão Comunitária;50011368900;631399674;-6,360278;-39,300835
1870;GR09;CE;Iguatu;Radioenlaces associados ao SCM;50013414186;696139600;-6,393861;-39,270695
1871;GR09;CE;Iguatu;Limitado Privado;50404567860;689707274;-6,359444;-39,29861
1872;GR09;CE;Iguatu;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;665722389;-6,257775;-39,339718
1873;GR09;CE;Iguatu;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;595489;-6,397222;-39,408333
1874;GR09;CE;Iguatu;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;690004320;-6,39275;-39,270195
1875;GR09;CE;Iguatu;Limitado Privado;50417425295;1014975210;-6,373139;-39,309692
1876;GR09;CE;Iguatu;Limitado Privado;10030008514;1008589494;-6,358056;-39,296112
1877;GR09;CE;Iguatu;Radioenlaces associados ao SCM;50405611137;1007260910;-6,357472;-39,298943
1878;GR09;CE;Iguatu;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;50417827091;1008676273;-6,35987;-39,295784
1879;GR09;CE;Iguatu;Radioenlaces associados ao SCM;50013414186;686689470;-6,342778;-39,31889
1880;GR09;CE;Iguatu;Limitado Privado;10030006570;1014070063;-6,364064;-39,29671
1881;GR09;CE;Iguatu;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;595586;-6,363083;-39,29747
1882;GR09;CE;Iguatu;Limitado Privado;10030006570;1014070047;-6,366561;-39,2958
1883;GR09;CE;Iguatu;Limitado Privado;50404567860;690084617;-6,359167;-39,298058
1884;GR09;CE;Iguatu;Limitado Privado;10030006570;1014070071;-6,359597;-39,2947
1885;GR09;CE;Iguatu;Limitado Privado;10030006570;585971;-6,375753;-39,297127
1886;GR09;CE;Juazeiro do Norte;Radiodifusão Comunitária;50013874691;684071916;-7,220833;-39,269444
1887;GR09;CE;Juazeiro do Norte;SERVIÇO MOVEL PESSOAL;50409307637;1004759182;-7,25873;-39,32486
1888;GR09;CE;Juazeiro do Norte;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;699793530;-7,223917;-39,25114
1889;GR09;CE;Juazeiro do Norte;Móvel Aeronáutico (Estações de Aeronave);50415723132;1009197280;-7,2314;-39,27167
1890;GR09;CE;Juazeiro do Norte;Radioenlaces associados ao SCM;50408886277;697847888;-7,225342;-39,32328
1891;GR09;CE;Juazeiro do Norte;Radioenlaces associados ao SCM;50408886277;697814920;-7,227436;-39,323357
1892;GR09;CE;Juazeiro do Norte;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;3400077;-7,139444;-39,31222
1893;GR09;CE;Juazeiro do Norte;Limitado Privado;10030006570;1013237053;-7,215145;-39,321785
1894;GR09;CE;Juazeiro do Norte;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;50404335578;689918666;-7,250139;-39,326527
1895;GR09;CE;Juazeiro do Norte;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;50419416617;1010816788;-7,225806;-39,321846
1896;GR09;CE;Juazeiro do Norte;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;50403337496;688373356;-7,214722;-39,32722
1897;GR09;CE;Juazeiro do Norte;Limitado Privado;50415221110;1005765917;-7,214669;-39,327236
1898;GR09;CE;Juazeiro do Norte;Limitado Privado;10030008514;1008590212;-7,226944;-39,31861
1899;GR09;CE;Redenção;RETRANSMISSAO DE T.V.;50400572451;322892589;-4,2;-38,716667
1900;GR09;CE;Redenção;Radiodifusão Sonora em Freqüência Modulada;10030037700;322893461;-4,215092;-38,72039
1901;GR09;CE;Redenção;Radiodifusão Comunitária;50405717121;697389812;-4,159722;-38,761112
1902;GR09;CE;Redenção;RETRANSMISSAO DE T.V.;50400773945;323708820;-4,216667;-38,733334
1903;GR09;CE;Redenção;Radiodifusão Comunitária;50011842156;659052547;-4,225833;-38,72889
1904;GR09;CE;Redenção;Limitado Privado;50437505960;1014536194;-4,168334;-38,763832
1905;GR09;CE;Redenção;Limitado Privado;50437505960;1014537859;-4,241361;-38,83686
1906;GR09;CE;Redenção;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;399678395;-4,247497;-38,770283
1907;GR09;CE;Redenção;Limitado Privado;50437505960;1014534744;-4,212472;-38,830444
1908;GR09;CE;Redenção;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;3394654;-4,241944;-38,837223
1909;GR09;CE;Redenção;Limitado Privado;50404567860;690057156;-4,225833;-38,730556
1910;GR09;CE;Redenção;Limitado Privado;50437505960;1014534736;-4,243028;-38,837776
1911;GR09;CE;Redenção;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;593583;-4,313333;-38,74361
1912;GR09;CE;Santa Quitéria;RETRANSMISSAO DE T.V.;50400573261;322892660;-4,6;-39,8
1913;GR09;CE;Santa Quitéria;Radiodifusão Sonora em Freqüência Modulada;50411359088;1002845987;-4,332222;-40,165
1914;GR09;CE;Santa Quitéria;RETRANSMISSAO DE T.V.;50400591677;322899486;-4,321111;-40,15278
1915;GR09;CE;Santa Quitéria;RETRANSMISSAO DE T.V.;50400573008;322892678;-4,3;-40,133335
1916;GR09;CE;Santa Quitéria;RETRANSMISSAO DE T.V.;50400584620;322898609;-4,3125;-40,145832
1917;GR09;CE;Santa Quitéria;RETRANSMISSAO DE T.V.;50400591081;322899478;-4,331944;-40,156666
1918;GR09;CE;Santa Quitéria;Radiodifusão Comunitária;50012193534;674600118;-4,331944;-40,156666
1919;GR09;CE;Santa Quitéria;RETRANSMISSAO DE T.V.;50400591596;322899494;-4,189166;-40,322777
1920;GR09;CE;Santa Quitéria;Radiodifusão Comunitária;50400110911;686921011;-4,003611;-40,19
1921;GR09;CE;Santa Quitéria;RETRANSMISSAO DE T.V.;50400591324;322899516;-4,099747;-40,426815
1922;GR09;CE;Santa Quitéria;Radiodifusão Sonora em Freqüência Modulada;50402281985;698272102;-4,341111;-40,153057
1923;GR09;CE;Santa Quitéria;SERVIÇO MOVEL PESSOAL;50409428698;699002338;-4,32608;-40,1523
1924;GR09;CE;Santa Quitéria;SERVIÇO MOVEL PESSOAL;50409146285;1001984428;-4,32608;-40,1523
1925;GR09;CE;Santa Quitéria;SERVIÇO MOVEL PESSOAL;50409307637;686821181;-4,32608;-40,1523
1926;GR09;CE;Santa Quitéria;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;687539480;-4,396664;-39,867496
1927;GR09;CE;Santa Quitéria;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;691642150;-4,071944;-40,314445
1928;GR09;CE;Santa Quitéria;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;399652531;-4,245556;-40,066666
1929;GR09;CE;Santa Quitéria;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;396683622;-4,174694;-40,096306
1930;GR09;CE;Santa Quitéria;Radioenlaces associados ao SCM;50411459627;1000501954;-4,321111;-40,1525
1931;GR09;CE;Santa Quitéria;Limitado Privado;50437505960;1014536160;-4,1925;-40,32122
1932;GR09;CE;Santa Quitéria;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;50414932862;1004402322;-4,331111;-40,155556
1933;GR09;CE;Santa Quitéria;Limitado Privado;50404567860;689724896;-4,3325;-40,154446
1934;GR09;CE;Santa Quitéria;Limitado Privado;50417425295;1005203030;-4,33167;-40,15528
1935;GR09;CE;Santa Quitéria;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;1002376383;-3,981431;-40,332077
1936;GR09;CE;Santa Quitéria;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;593940;-4,333336;-40,153336
1937;GR09;CE;Santa Quitéria;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;3399907;-4,000833;-40,190277
1938;GR09;CE;Sobral;Radiodifusão Comunitária;50012150649;671057634;-3,681667;-40,36889
1939;GR09;CE;Sobral;Limitado Privado;10030006570;585890;-3,712422;-40,017223
1940;GR09;CE;Sobral;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;403075505;-3,774944;-40,458305
1941;GR09;CE;Sobral;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;593680;-3,596667;-40,275
1942;GR09;CE;Sobral;Limitado Privado;10030008514;1008588722;-3,689722;-40,344723
1943;GR09;CE;Sobral;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;593958;-4,0815;-39,946693
1944;GR09;CE;Sobral;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;699758742;-3,681619;-40,36672
1945;GR09;CE;Sobral;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;699758734;-3,6961;-40,36431
1946;GR09;CE;Sobral;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;522976298;-4,011111;-40,04222
1947;GR09;CE;Tauá;Radiodifusão Sonora em Onda Média;10008001480;322869870;-6,007347;-40,299007
1948;GR09;CE;Tauá;RETRANSMISSAO DE T.V.;50400773600;323708900;-6,011389;-40,308613
1949;GR09;CE;Tauá;Radiodifusão Comunitária;50412983516;1006901075;-5,867222;-40,575554
1950;GR09;CE;Tauá;RETRANSMISSAO DE T.V.;50400574233;322892872;-6;-40,3
1951;GR09;CE;Tauá;RETRANSMISSAO DE T.V.;50400583658;322898625;-5,83;-40,398613
1952;GR09;CE;Tauá;Radiodifusão Comunitária;50013712284;683836552;-6,002778;-40,286945
1953;GR09;CE;Tauá;RETRANSMISSAO DE T.V.;50400583577;322898129;-6,003056;-40,292778
1954;GR09;CE;Tauá;Radiodifusão Sonora em Onda Média;10022887466;322891329;-6,0049;-40,28287
1955;GR09;CE;Tauá;SERVIÇO MOVEL PESSOAL;50409428698;5121868;-5,98585;-40,2968
1956;GR09;CE;Tauá;SERVIÇO MOVEL PESSOAL;50409146285;691563241;-5,98585;-40,2968
1957;GR09;CE;Tauá;SERVIÇO MOVEL PESSOAL;50409307637;686146050;-5,98585;-40,2968
1958;GR09;CE;Tauá;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;3400158;-5,547814;-40,0693
1959;GR09;CE;Tauá;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;595381;-5,911917;-40,45486
1960;GR09;CE;Tauá;Limitado Privado;50437505960;1014537743;-5,989917;-40,134556
1961;GR09;CE;Tauá;Limitado Privado;50437505960;1014537751;-5,821667;-40,126667
1962;GR09;CE;Tauá;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;399909729;-5,839444;-39,930832
1963;GR09;CE;Tauá;Radioenlaces associados ao SCM;50405611137;1007303090;-5,9115;-40,453762
1964;GR09;CE;Tauá;Radioenlaces associados ao SCM;50405611137;1007486578;-5,8395;-40,20972
1965;GR09;CE;Tauá;Limitado Privado;50404567860;690100426;-6,003056;-40,292778
1966;GR09;CE;Tauá;Limitado Privado;10030006570;683114573;-5,991667;-40,295
1967;GR09;CE;Tauá;Limitado Privado;10030006570;1002318839;-5,991664;-40,295235
1968;GR09;CE;Tauá;Limitado Privado;50404567860;1013269257;-5,991411;-40,29117
1969;GR09;CE;Tauá;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;3398790;-5,867222;-40,57139
1970;GR09;CE;Tauá;Limitado Privado;50437505960;1014537174;-6,003694;-40,297085
1971;GR09;CE;Tauá;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;1889737;-5,881389;-39,949722
1972;GR09;CE;Tauá;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;10030025605;1876856;-6,145;-40,394447
1973;GR09;CE;Tianguá;RETRANSMISSAO DE T.V.;10030119855;322898439;-3,713889;-40,97389
1974;GR09;CE;Tianguá;Radiodifusão Sonora em Freqüência Modulada;50402277368;698117816;-3,718611;-40,97972
1975;GR09;CE;Tianguá;RETRANSMISSAO DE T.V.;50400574314;322892740;-3,716667;-40,966667
1976;GR09;CE;Tianguá;RETRANSMISSAO DE T.V.;50400831066;679363785;-3,720556;-40,968613
1977;GR09;CE;Tianguá;Retransmissão de Radiodifusão de Sons e Imagens - Digital;50410945862;1001523633;-3,714222;-40,97419
1978;GR09;CE;Tianguá;Retransmissão de Radiodifusão de Sons e Imagens - Digital;50411133608;1001953611;-3,720278;-40,988056
