ID;Unidade regional;UF;Município;Serviço;N° Fistel;N° da Estacao;Latitude da Estação;Longitude da Estação
637;GR02;RJ;Valença;Radiodifusão Sonora em Freqüência Modulada;1008003948;5534020;-22,238333;-43,685833
638;GR02;RJ;Valença;Radiodifusão Comunitária;50013814443;683977555;-22,209167;-43,719444
639;GR02;RJ;Valença;SERVIÇO MOVEL PESSOAL;50409428698;684679922;-22,2445;-43,7129
640;GR02;RJ;Valença;SERVIÇO MOVEL PESSOAL;50409428698;683878050;-22,2445;-43,7129
641;GR02;RJ;Valença;SERVIÇO MOVEL PESSOAL;50409146285;691402868;-22,2445;-43,7129
642;GR02;RJ;Valença;SERVIÇO MOVEL PESSOAL;50409307637;442927479;-22,2445;-43,7129
643;GR02;RJ;Valença;Limitado Privado;50001253638;1002323417;-22,346333;-43,681973
644;GR02;RJ;Valença;Limitado Privado;50001253638;1002246277;-22,345444;-43,681442
645;GR02;RJ;Valença;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;576981540;-22,225554;-44,06639
646;GR02;RJ;Valença;Limitado Privado;50411309811;1000712351;-22,344357;-43,679867
647;GR02;RJ;Volta Redonda;Radiodifusão Comunitária;50403717051;689320434;-22,469723;-44,058334
648;GR02;RJ;Volta Redonda;Radiodifusão Comunitária;50405702361;692232540;-22,498611;-44,149166
649;GR02;RJ;Volta Redonda;SERVIÇO MOVEL PESSOAL;50409428698;665658273;-22,5202;-44,0996
650;GR02;RJ;Volta Redonda;SERVIÇO MOVEL PESSOAL;50409146285;5206413;-22,5202;-44,0996
651;GR02;RJ;Volta Redonda;SERVIÇO MOVEL PESSOAL;50409307637;534800378;-22,5202;-44,0996
652;GR02;RJ;Volta Redonda;SERVIÇO MOVEL PESSOAL;50409428698;684859289;-22,5202;-44,0996
653;GR02;RJ;Volta Redonda;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;699626722;-22,467197;-44,0968
654;GR02;RJ;Volta Redonda;Limitado Privado;1030849161;1001575668;-22,46701;-44,09681
655;GR02;RJ;Volta Redonda;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;50411775200;1001905510;-22,467;-44,097
656;GR02;RJ;Volta Redonda;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;690996713;-22,482677;-44,076447
657;GR02;RJ;Volta Redonda;Limitado Privado;50417179405;699099935;-22,482468;-44,07624
658;GR02;RJ;Volta Redonda;Limitado Privado;50417179405;699099684;-22,517443;-44,09517
659;GR02;RJ;Volta Redonda;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;690996772;-22,526995;-44,123295
660;GR02;RJ;Volta Redonda;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;692680071;-22,526052;-44,122368
661;GR02;RJ;Volta Redonda;Limitado Privado;2030346861;1804570;-22,491112;-44,076942
662;GR02;RJ;Volta Redonda;Limitado Privado;2020248816;684145480;-22,523056;-44,104168
663;GR02;RJ;Volta Redonda;Limitado Privado;50417179405;699100003;-22,52735;-44,12343
664;GR02;RJ;Volta Redonda;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;699626854;-22,47707;-44,065395
665;GR02;RJ;Volta Redonda;Limitado Privado;50418766738;1014169779;-22,51849;-44,09407
666;GR02;RJ;Volta Redonda;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;50411775200;1001905609;-22,540777;-44,066917
667;GR02;RJ;Volta Redonda;Limitado Privado;50417179405;699099668;-22,516582;-44,132973
668;GR02;RJ;Volta Redonda;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;699626617;-22,544397;-44,069595
669;GR02;RJ;Volta Redonda;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;1014394411;-22,5444;-44,0696
670;GR02;RJ;Volta Redonda;Limitado Privado;50417179405;699099986;-22,492592;-44,1204
671;GR03;PR;Bandeirantes;RETRANSMISSAO DE T.V.;5020387487;322514355;-23,114445;-50,405834
672;GR03;PR;Bandeirantes;Radiodifusão Comunitária;50401477916;687302226;-23,130556;-50,384724
673;GR03;PR;Bandeirantes;Limitado Privado;50402774906;688262023;-23,103611;-50,3675
674;GR03;PR;Bandeirantes;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;50411775200;1000802563;-23,163082;-50,25111
675;GR03;PR;Barracão;SERVIÇO LIMITADO MOVEL PRIVATIVO;50408478667;1006382680;-26,254389;-53,636333
676;GR03;PR;Barracão;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;5030025260;2129230;-26,234167;-53,45
677;GR03;PR;Boa Esperança;RETRANSMISSAO DE T.V.;50400838079;682910210;-24,244167;-52,79361
678;GR03;PR;Boa Esperança;SERVIÇO MOVEL PESSOAL;50409314250;690622970;-24,2467;-52,7876
679;GR03;PR;Boa Esperança;SERVIÇO MOVEL PESSOAL;50409146366;1012302978;-24,2467;-52,7876
680;GR03;PR;Boa Esperança;SERVIÇO MOVEL PESSOAL;50409889580;1011660242;-24,2467;-52,7876
681;GR03;PR;Boa Esperança;Limitado Privado;50417425295;1004948392;-24,21475;-52,71061
682;GR03;PR;Boa Esperança;Limitado Privado;50417425295;1004948180;-24,242027;-52,786335
683;GR03;PR;Boa Esperança;Limitado Privado;50402775120;688261973;-24,2475;-52,7875
684;GR03;PR;Boa Esperança;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;5030025260;189863;-24,242222;-52,78611
685;GR03;PR;Cascavel;Radiodifusão Comunitária;50012962341;683132571;-24,945833;-53,480556
686;GR03;PR;Cascavel;Radiodifusão Comunitária;50408281790;698071689;-24,985556;-53,508057
687;GR03;PR;Cascavel;Radiodifusão Comunitária;50409156752;699289343;-24,942223;-53,433887
688;GR03;PR;Cascavel;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;50411751956;1000600723;-24,945;-53,509167
689;GR03;PR;Cascavel;Limitado Privado;5030089748;1009092852;-24,977667;-53,362103
690;GR03;PR;Cascavel;Limitado Privado;50013949969;692560971;-24,96441;-53,48251
691;GR03;PR;Cascavel;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;1001579213;-24,984491;-53,349632
692;GR03;PR;Foz do Iguaçu;Radiodifusão Sonora em Onda Média;5008007408;322480493;-25,544445;-54,522778
693;GR03;PR;Foz do Iguaçu;Radiodifusão Sonora em Onda Média;50009989951;323689744;-25,533333;-54,583332
694;GR03;PR;Foz do Iguaçu;Radiodifusão Sonora em Onda Média;5030117709;322531969;-25,522223;-54,538887
695;GR03;PR;Foz do Iguaçu;Radiodifusão Comunitária;50407495541;699644763;-25,4875;-54,538887
696;GR03;PR;Foz do Iguaçu;Radiodifusão Comunitária;50410654469;1001197302;-25,522778;-54,53389
697;GR03;PR;Foz do Iguaçu;Radioenlaces associados ao SCM;50013414186;1006026662;-25,501389;-54,516
698;GR03;PR;Foz do Iguaçu;Especial de Supervisão e Controle/Terceiros;50403901812;689111177;-25,536667;-54,581944
699;GR03;PR;Foz do Iguaçu;Especial de Supervisão e Controle/Terceiros;50403901812;689110880;-25,53389;-54,588333
700;GR03;PR;Foz do Iguaçu;Limitado Privado;50417179405;699186021;-25,5458;-54,540882
701;GR03;PR;Foz do Iguaçu;Limitado Privado;50417179405;699179360;-25,492914;-54,570763
702;GR03;PR;Foz do Iguaçu;Limitado Privado;5030089748;689072635;-25,51778;-54,534725
703;GR03;PR;Foz do Iguaçu;Limitado Privado;50405801262;691331723;-25,467625;-54,554264
704;GR03;PR;Foz do Iguaçu;Limitado Privado;50001060325;5135087;-25,501722;-54,53952
705;GR03;PR;Foz do Iguaçu;Limitado Privado;50012822256;682961256;-25,484167;-54,57722
706;GR03;PR;Foz do Iguaçu;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;695998242;-25,4988;-54,536804
707;GR03;PR;Guaíra;Radiodifusão Sonora em Onda Média;5008012401;322480990;-24,098083;-54,27778
708;GR03;PR;Guaíra;RETRANSMISSAO DE T.V.;50400440628;322531551;-24,127777;-54,220833
709;GR03;PR;Guaíra;RETRANSMISSAO DE T.V.;50400443643;323755291;-24,083334;-54,25
710;GR03;PR;Guaíra;Retransmissão de Radiodifusão de Sons e Imagens - Digital;50410116130;699942705;-24,083334;-54,250557
711;GR03;PR;Guaíra;Radiodifusão Sonora em Freqüência Modulada;5008017705;322481481;-24,087778;-54,255833
712;GR03;PR;Guaíra;SERVIÇO MOVEL PESSOAL;50409314250;431357307;-24,085;-54,2573
713;GR03;PR;Guaíra;SERVIÇO MOVEL PESSOAL;50409146366;1012069190;-24,085;-54,2573
714;GR03;PR;Guaíra;SERVIÇO MOVEL PESSOAL;50409889580;684995425;-24,085;-54,2573
715;GR03;PR;Guaíra;SERVIÇO MOVEL PESSOAL;50409146366;1006049352;-24,085;-54,2573
716;GR03;PR;Guaíra;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;50416803377;1007050974;-24,081112;-54,24861
717;GR03;PR;Guaíra;Limitado Privado;5030089748;1000189586;-24,083876;-54,253662
718;GR03;PR;Guaíra;Limitado Privado;50406549524;1003557705;-24,08;-54,255833
719;GR03;PR;Guaíra;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;50411775200;1001304940;-24,081472;-54,248165
720;GR03;PR;Guarapuava;RETRANSMISSAO DE T.V.;5023487555;322529867;-25,395277;-51,458057
721;GR03;PR;Guarapuava;RETRANSMISSAO DE T.V.;50412649888;1003000042;-25,395277;-51,458057
722;GR03;PR;Guarapuava;RETRANSMISSAO DE T.V.;50412638410;1003257159;-25,395277;-51,458057
723;GR03;PR;Guarapuava;Especial de Supervisão e Controle/Terceiros;50409295280;1014483058;-25,433105;-51,468277
724;GR03;PR;Guarapuava;Especial de Supervisão e Controle/Terceiros;50409295280;1014483406;-25,396786;-51,522182
725;GR03;PR;Guarapuava;Especial de Supervisão e Controle/Terceiros;50409295280;1014483473;-25,367893;-51,49311
726;GR03;PR;Guarapuava;Especial de Supervisão e Controle/Terceiros;50409295280;1014483031;-25,41363;-51,472942
727;GR03;PR;Guarapuava;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;50409160008;1000664853;-25,386389;-51,461666
728;GR03;PR;Guarapuava;Especial de Supervisão e Controle/Terceiros;50409295280;1014483430;-25,392332;-51,47604
729;GR03;PR;Guarapuava;Especial de Supervisão e Controle/Terceiros;50409295280;1014483490;-25,402996;-51,474285
730;GR03;PR;Guarapuava;Especial de Supervisão e Controle/Terceiros;50409295280;1014483260;-25,402514;-51,47313
731;GR03;PR;Guarapuava;Especial de Supervisão e Controle/Terceiros;50409295280;1014483368;-25,385563;-51,465313
732;GR03;PR;Guarapuava;Especial de Supervisão e Controle/Terceiros;50409295280;1014482710;-25,399008;-51,481136
733;GR03;PR;Guarapuava;Especial de Supervisão e Controle/Terceiros;50409295280;1014483600;-25,393011;-51,476532
734;GR03;PR;Guarapuava;Especial de Supervisão e Controle/Terceiros;50409295280;1014482671;-25,379787;-51,480347
735;GR03;PR;Guarapuava;Especial de Supervisão e Controle/Terceiros;50409295280;1014482922;-25,396051;-51,46153
736;GR03;PR;Guarapuava;Especial de Supervisão e Controle/Terceiros;50409295280;1014483090;-25,395447;-51,460487
737;GR03;PR;Guarapuava;Especial de Supervisão e Controle/Terceiros;50409295280;1014483112;-25,392862;-51,475376
738;GR03;PR;Guarapuava;Limitado Privado;50408144963;695775979;-25,385834;-51,48611
739;GR03;PR;Guarapuava;Limitado Privado;5030089748;689920156;-25,570833;-51,485
740;GR03;PR;Guarapuava;Limitado Privado;50415083052;1004552375;-25,412857;-51,463802
741;GR03;PR;Guarapuava;Limitado Privado;50415083052;1004552286;-25,403454;-51,45606
742;GR03;PR;Guarapuava;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;1014356609;-25,395348;-51,521564
743;GR03;PR;Londrina;Radiodifusão Sonora em Onda Média;5008014102;322481155;-23,439722;-51,134724
744;GR03;PR;Londrina;Radiodifusão Sonora em Onda Média;5008008803;322480639;-23,338528;-51,221992
745;GR03;PR;Londrina;Radiodifusão Sonora em Onda Média;5008003755;322480124;-23,235579;-51,16019
746;GR03;PR;Londrina;Radiodifusão Comunitária;50400046644;685084558;-23,258333;-51,16611
747;GR03;PR;Londrina;Radiodifusão Comunitária;50011540575;637115317;-23,328611;-51,19528
748;GR03;PR;Londrina;Radiodifusão Sonora em Onda Média;5008016300;322481368;-23,3;-51,133335
749;GR03;PR;Londrina;Radioenlaces associados ao SCM;50013414186;1006028010;-23,380833;-51,11111
750;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003293007;-23,325047;-51,140507
751;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003284237;-23,321705;-51,14483
752;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003293716;-23,323631;-51,161682
753;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003284490;-23,323864;-51,167747
754;GR03;PR;Londrina;Radioenlaces associados ao SCM;50013414186;1006026603;-23,38;-51,112778
755;GR03;PR;Londrina;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;5020517283;4237609;-23,303333;-51,16111
756;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003293686;-23,3107;-51,178337
757;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003284199;-23,333214;-51,148323
758;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003292981;-23,33549;-51,166145
759;GR03;PR;Londrina;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;50420320881;1011423038;-23,311666;-51,17611
760;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003293058;-23,320984;-51,14421
761;GR03;PR;Londrina;Radioenlaces associados ao SCM;50410066443;1006519570;-23,511219;-51,23707
762;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003293589;-23,309347;-51,177902
763;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003284385;-23,328787;-51,163067
764;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003293759;-23,31846;-51,180096
765;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003292868;-23,326366;-51,162563
766;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003293023;-23,32625;-51,16269
767;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003292914;-23,321537;-51,151134
768;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003293678;-23,311895;-51,19516
769;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003293597;-23,300734;-51,163696
770;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003293376;-23,29561;-51,1664
771;GR03;PR;Londrina;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;50418252203;1008879930;-23,328056;-51,168056
772;GR03;PR;Londrina;Limitado Privado - Prestação a terceiros;50414125452;1003293740;-23,3058;-51,175194
773;GR03;PR;Londrina;Radioenlaces associados ao SCM;50410066443;1006519596;-23,688997;-51,088215
774;GR03;PR;Londrina;Limitado Privado;5030089748;1009084280;-23,381;-51,1113
775;GR03;PR;Londrina;Limitado Privado;50012828963;689298790;-23,315277;-51,145557
776;GR03;PR;Londrina;Limitado Privado;50409665711;698075749;-23,318056;-51,140556
777;GR03;PR;Londrina;Limitado Privado;50417425295;1015254320;-23,276083;-51,165085
778;GR03;PR;Londrina;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;697472299;-23,31889;-51,13139
779;GR03;PR;Maringá;Radiodifusão Sonora em Onda Média;5008018191;322481520;-23,42361;-52,00861
780;GR03;PR;Maringá;Radiodifusão Sonora em Onda Média;5008007742;322480523;-23,456944;-51,943333
781;GR03;PR;Maringá;Radiodifusão Comunitária;50012641030;682812285;-23,415277;-51,95972
782;GR03;PR;Maringá;Radiodifusão Sonora em Onda Média;5008013980;322481139;-23,466389;-51,95778
783;GR03;PR;Maringá;Radiodifusão Comunitária;50408540800;699344867;-23,426666;-51,907223
784;GR03;PR;Maringá;Radiodifusão Comunitária;50011710594;641188285;-23,394167;-51,913334
785;GR03;PR;Maringá;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;50420307788;1011480015;-23,436388;-51,948055
786;GR03;PR;Maringá;Radioenlaces associados ao SCM;50417800215;1008374277;-23,465261;-51,913677
787;GR03;PR;Maringá;Radioenlaces associados ao SCM;50417715455;1009194523;-23,397943;-51,88497
788;GR03;PR;Maringá;Limitado Privado;50416890164;1007203762;-23,372084;-51,944916
789;GR03;PR;Maringá;Limitado Privado;5030090401;1013089470;-23,438612;-51,958057
790;GR03;PR;Maringá;Limitado Privado;50444149058;1014757476;-23,43106;-51,915104
791;GR03;PR;Maringá;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;50411775200;1000783330;-23,406889;-51,924862
792;GR03;PR;Palmas;RETRANSMISSAO DE T.V.;50400448874;322551374;-26,4375;-51,998055
793;GR03;PR;Palmas;RETRANSMISSAO DE T.V.;50400442671;323755321;-26,483334;-51,983334
794;GR03;PR;Palmas;RETRANSMISSAO DE T.V.;50412738554;1003000123;-26,476667;-51,989613
795;GR03;PR;Palmas;RETRANSMISSAO DE T.V.;50412716313;1002625146;-26,476667;-51,989613
796;GR03;PR;Palmas;RETRANSMISSAO DE T.V.;50412721740;1002991827;-26,471155;-51,999054
797;GR03;PR;Palmas;Retransmissão de Radiodifusão de Sons e Imagens - Digital;50409644714;1000178312;-26,471111;-51,99889
798;GR03;PR;Palmas;RETRANSMISSAO DE T.V.;5030457720;322551358;-26,471111;-51,99889
799;GR03;PR;Palmas;RETRANSMISSAO DE T.V.;50400448793;322551366;-26,471111;-51,99889
800;GR03;PR;Palmas;Radiodifusão Sonora em Freqüência Modulada;5030341188;322542812;-26,467777;-52,01278
801;GR03;PR;Palmas;SERVIÇO MOVEL PESSOAL;50409314250;684644797;-26,4839;-51,9888
802;GR03;PR;Palmas;SERVIÇO MOVEL PESSOAL;50409146366;683905961;-26,4839;-51,9888
803;GR03;PR;Palmas;SERVIÇO MOVEL PESSOAL;50409889580;684634562;-26,4839;-51,9888
804;GR03;PR;Palmas;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;5020720917;1000549191;-26,48611;-51,995
805;GR03;PR;Palmas;Limitado Privado;5030089748;683629905;-26,480278;-52,00778
806;GR03;PR;Palmas;Limitado Privado;50411647113;1000329620;-26,485277;-51,989166
807;GR03;PR;Palmas;Limitado Privado;50417425295;1015117675;-26,493778;-51,99703
808;GR03;PR;Palmas;Limitado Privado;50013833405;684017660;-26,484167;-51,991943
809;GR03;PR;Palmas;Limitado Privado;5030089748;1009183823;-26,485;-51,988693
810;GR03;PR;Pato Branco;RETRANSMISSAO DE T.V.;50400435381;322531039;-26,2303;-52,698288
811;GR03;PR;Pato Branco;RETRANSMISSAO DE T.V.;50413271064;1002530269;-26,230278;-52,698612
812;GR03;PR;Pato Branco;RETRANSMISSAO DE T.V.;50412733242;1003065314;-26,246727;-52,66931
813;GR03;PR;Pato Branco;RETRANSMISSAO DE T.V.;50412738805;1003026246;-26,246727;-52,66931
814;GR03;PR;Pato Branco;Radiodifusão Sonora em Freqüência Modulada;50405771509;692218220;-26,266945;-52,694168
815;GR03;PR;Pato Branco;Radiodifusão Sonora em Onda Média;5008001035;322479860;-26,234722;-52,646667
816;GR03;PR;Pato Branco;Radiodifusão Comunitária;50406616140;692922245;-26,266111;-52,694168
817;GR03;PR;Pato Branco;RETRANSMISSAO DE T.V.;50412715503;1003001855;-26,22234;-52,675083
818;GR03;PR;Pato Branco;Radiodifusão Sonora em Onda Média;5008013556;322481104;-26,24004;-52,690872
819;GR03;PR;Pato Branco;RETRANSMISSAO DE T.V.;50412716666;1002757980;-26,234167;-52,675835
820;GR03;PR;Pato Branco;SERVIÇO MOVEL PESSOAL;50409314250;431361525;-26,2292;-52,6706
821;GR03;PR;Pato Branco;SERVIÇO MOVEL PESSOAL;50409146366;688118070;-26,2292;-52,6706
822;GR03;PR;Pato Branco;SERVIÇO MOVEL PESSOAL;50409146366;443810630;-26,2292;-52,6706
823;GR03;PR;Pato Branco;SERVIÇO MOVEL PESSOAL;50409889580;684636328;-26,2292;-52,6706
824;GR03;PR;Pato Branco;Radioenlaces associados ao SCM;50406407819;1002580304;-26,22043;-52,666973
825;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008577844;-26,233614;-52,713745
826;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008577607;-26,23361;-52,713905
827;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008542200;-26,253927;-52,683895
828;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008577674;-26,218056;-52,681805
829;GR03;PR;Pato Branco;Limitado Privado;5030089748;1009152758;-26,232725;-52,67296
830;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008577798;-26,233444;-52,672832
831;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008577623;-26,224241;-52,67368
832;GR03;PR;Pato Branco;Limitado Privado;50417179405;1013243754;-26,231243;-52,66365
833;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008577895;-26,228731;-52,670876
834;GR03;PR;Pato Branco;Limitado Privado;50411647113;1000329612;-26,235;-52,674442
835;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008554534;-26,221718;-52,65954
836;GR03;PR;Pato Branco;Limitado Privado;50404877206;690232829;-26,228333;-52,67278
837;GR03;PR;Pato Branco;Limitado Privado;50415327458;1005332670;-26,217443;-52,662327
838;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008542080;-26,220083;-52,67786
839;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008577984;-26,242805;-52,681
840;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008577992;-26,227327;-52,671997
841;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008542196;-26,226206;-52,67396
842;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008577780;-26,225643;-52,668633
843;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008577496;-26,229572;-52,667507
844;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008577828;-26,219193;-52,66178
845;GR03;PR;Pato Branco;Limitado Privado;50415327458;1005332344;-26,219406;-52,661304
846;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008577550;-26,217789;-52,660942
847;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008577933;-26,228168;-52,672558
848;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008577585;-26,2601;-52,67817
849;GR03;PR;Pato Branco;Limitado Privado;5030089748;683629212;-26,215834;-52,675835
850;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008544970;-26,220314;-52,66835
851;GR03;PR;Pato Branco;Limitado Privado;50415327458;1005332808;-26,227596;-52,669643
852;GR03;PR;Pato Branco;Limitado Privado;50415327458;1005332182;-26,23155;-52,672565
853;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008577534;-26,232098;-52,67228
854;GR03;PR;Pato Branco;Limitado Privado;50415327458;1005332158;-26,220547;-52,67341
855;GR03;PR;Pato Branco;Limitado Privado;50406549524;1003559406;-26,228611;-52,670555
856;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008564114;-26,226767;-52,670315
857;GR03;PR;Pato Branco;Limitado Privado;50415327458;1005332328;-26,22972;-52,671135
858;GR03;PR;Pato Branco;Limitado Privado;5030089748;683629239;-26,26361;-52,68
859;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008545080;-26,238104;-52,674522
860;GR03;PR;Pato Branco;Limitado Privado;5030089748;1000182735;-26,232891;-52,673252
861;GR03;PR;Pato Branco;Limitado Privado;50415327458;1005332280;-26,242771;-52,702087
862;GR03;PR;Pato Branco;Limitado Privado;50404703046;4940601;-26,241112;-52,671112
863;GR03;PR;Pato Branco;Limitado Privado;50003599841;1008564157;-26,230694;-52,671436
864;GR03;PR;Pato Branco;Limitado Privado;50417425295;1015377359;-26,231112;-52,67139
865;GR03;PR;Pato Branco;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;1014357290;-26,231255;-52,671368
866;GR03;PR;Ponta Grossa;Radiodifusão Comunitária;50402863763;688825796;-25,087778;-50,191387
867;GR03;PR;Ponta Grossa;Radiodifusão Sonora em Freqüência Modulada;5008017624;322481473;-25,077778;-50,157776
868;GR03;PR;Ponta Grossa;Radiodifusão Sonora em Onda Média;5008005022;322480256;-25,144444;-50,157223
869;GR03;PR;Ponta Grossa;Radiodifusão Comunitária;50416809812;1008450747;-25,089445;-50,122776
870;GR03;PR;Ponta Grossa;Limitado Privado - Prestação a terceiros;50004466071;684893746;-25,078611;-50,189445
871;GR03;PR;Ponta Grossa;Especial de Supervisão e Controle/Terceiros;50414410491;1003853029;-25,105417;-50,167915
872;GR03;PR;Ponta Grossa;Especial de Supervisão e Controle/Terceiros;50414410491;1003852979;-25,113333;-50,156944
873;GR03;PR;Ponta Grossa;Limitado Privado;50417425295;1015255822;-25,098188;-50,14683
874;GR03;PR;Ponta Grossa;Limitado Privado;5030089748;1009085015;-25,148508;-50,164032
875;GR03;PR;Ponta Grossa;Limitado Privado;50417425295;1004950796;-25,275278;-50,23083
876;GR03;PR;Ponta Grossa;Limitado Privado;50418766738;1015032807;-25,05162;-50,23671
877;GR03;PR;Ponta Grossa;Limitado Privado;5030089748;683953311;-25,135555;-50,156387
878;GR03;PR;Ponta Grossa;Limitado Privado;50412035049;1000814596;-25,110167;-50,131184
879;GR03;PR;Ponta Grossa;Limitado Privado;50412035049;1000841690;-25,110027;-50,13111
880;GR03;PR;Santo Antônio do Sudoeste;Radiodifusão Sonora em Onda Média;5008011260;322480876;-26,04139;-53,71639
881;GR03;PR;Santo Antônio do Sudoeste;RETRANSMISSAO DE T.V.;50412363305;1003037140;-26,067055;-53,717556
882;GR03;PR;Santo Antônio do Sudoeste;RETRANSMISSAO DE T.V.;50412355116;1003009775;-26,069529;-53,726276
883;GR03;PR;Santo Antônio do Sudoeste;RETRANSMISSAO DE T.V.;50412334208;1003007519;-26,069529;-53,726276
884;GR03;PR;Santo Antônio do Sudoeste;Especial de Supervisão e Controle/Terceiros;50412282640;1005684216;-26,063055;-53,71792
885;GR03;PR;Santo Antônio do Sudoeste;Especial de Supervisão e Controle/Terceiros;50412282640;1005684208;-26,076944;-53,722916
886;GR03;PR;Santo Antônio do Sudoeste;Especial de Supervisão e Controle/Terceiros;50412282640;1001579876;-26,080973;-53,726387
887;GR03;PR;Santo Antônio do Sudoeste;Especial de Supervisão e Controle/Terceiros;50412282640;1005684240;-26,07;-53,7275
888;GR03;PR;Santo Antônio do Sudoeste;Limitado Privado;50418321108;1012610400;-26,06928;-53,723373
889;GR03;PR;Toledo;Radiodifusão Sonora em Onda Média;5008012312;322480981;-24,7;-53,766945
890;GR03;PR;Toledo;Radiodifusão Sonora em Onda Média;5030341340;322542839;-24,705833;-53,75
891;GR03;PR;Toledo;Especial de Supervisão e Controle/Terceiros;50409388882;698131347;-24,723888;-53,721783
892;GR03;PR;Toledo;Especial de Supervisão e Controle/Terceiros;50409388882;698131240;-24,723152;-53,72429
893;GR03;PR;Toledo;Especial de Supervisão e Controle/Terceiros;50409388882;698129911;-24,732048;-53,747707
894;GR03;PR;Toledo;Especial de Supervisão e Controle/Terceiros;50409388882;698129865;-24,730213;-53,745575
895;GR03;PR;Toledo;Especial de Supervisão e Controle/Terceiros;50409388882;698130871;-24,713358;-53,741222
896;GR03;PR;Toledo;Especial de Supervisão e Controle/Terceiros;50409388882;698130022;-24,731241;-53,754303
