ID;Unidade regional;UF;Município;Serviço;N° Fistel;N° da Estacao;Latitude da Estação;Longitude da Estação;Data da Medição;Valor Medido (V/m);Latitude do maior valor Medido;Longitude do maior valor Medido;N° de Medidas acima de 14 V/M;Justificativa (apenas para estações sem medições);Observações;Distância (km)
461;GR02;RJ;Campos dos Goytacazes;Radiodifusão Comunitária;50012503150;682681016;-21,80861;-41,390835;;;;;;;Sem medição, sem justificativa;
462;GR02;RJ;Campos dos Goytacazes;Radiodifusão Sonora em Onda Média;1008002461;5533872;-21,716667;-41,35;;;;;;;Sem medição, sem justificativa;
463;GR02;RJ;Campos dos Goytacazes;Radiodifusão Sonora em Onda Média;1008008150;5534429;-21,785555;-41,320557;;;;;;;Sem medição, sem justificativa;
464;GR02;RJ;Campos dos Goytacazes;Radiodifusão Comunitária;50442618662;1015263817;-21,796112;-41,28528;;;;;;;Sem medição, sem justificativa;
465;GR02;RJ;Campos dos Goytacazes;Radiodifusão Comunitária;50405715005;692335633;-21,731112;-41,325832;;;;;;;Sem medição, sem justificativa;
466;GR02;RJ;Campos dos Goytacazes;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;693140062;-21,982225;-41,192497;;;;;;;Sem medição, sem justificativa;
467;GR02;RJ;Campos dos Goytacazes;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;631373896;-21,39611;-41,447777;;;;;;;Sem medição, sem justificativa;
468;GR02;RJ;Campos dos Goytacazes;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;696482002;-21,78014;-41,586308;;;;;;;Sem medição, sem justificativa;
469;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699042844;-21,37153;-41,34583;;;;;;;Sem medição, sem justificativa;
470;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50439386845;1013237525;-21,768501;-41,330097;;;;;;;Sem medição, sem justificativa;
471;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699042887;-21,612448;-41,311634;;;;;;;Sem medição, sem justificativa;
472;GR02;RJ;Campos dos Goytacazes;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;1014385390;-21,71905;-41,321808;;;;;;;Sem medição, sem justificativa;
473;GR02;RJ;Campos dos Goytacazes;Radioenlaces associados ao SCM;50411855140;1004674896;-22,040567;-41,052948;;;;;;;Sem medição, sem justificativa;
474;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699042461;-21,724562;-41,3249;;;;;;;Sem medição, sem justificativa;
475;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699043280;-21,725332;-41,33075;;;;;;;Sem medição, sem justificativa;
476;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50412787920;1001942580;-21,776705;-41,32998;;;;;;;Sem medição, sem justificativa;
477;GR02;RJ;Campos dos Goytacazes;Limitado Privado;1030052263;1001819443;-21,72463;-41,3472;;;;;;;Sem medição, sem justificativa;
478;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699042518;-21,7567;-41,33947;;;;;;;Sem medição, sem justificativa;
479;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50418934894;1006572586;-21,762112;-41,345333;;;;;;;Sem medição, sem justificativa;
480;GR02;RJ;Campos dos Goytacazes;Limitado Privado;1020965541;1633732;-21,75389;-41,33278;;;;;;;Sem medição, sem justificativa;
481;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699043085;-21,73505;-41,33136;;;;;;;Sem medição, sem justificativa;
482;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699042372;-21,810339;-41,392033;;;;;;;Sem medição, sem justificativa;
483;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50418766738;1014612931;-21,81056;-41,39193;;;;;;;Sem medição, sem justificativa;
484;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699043336;-21,759018;-41,34631;;;;;;;Sem medição, sem justificativa;
485;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50411309811;1000343461;-21,747786;-41,318905;;;;;;;Sem medição, sem justificativa;
486;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699044820;-21,719334;-41,3235;;;;;;;Sem medição, sem justificativa;
487;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699043107;-21,739079;-41,316647;;;;;;;Sem medição, sem justificativa;
488;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699043212;-21,754948;-41,33578;;;;;;;Sem medição, sem justificativa;
489;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699042380;-21,751175;-41,306107;;;;;;;Sem medição, sem justificativa;
490;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699042925;-21,749605;-41,319653;;;;;;;Sem medição, sem justificativa;
491;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699042429;-21,695229;-41,30513;;;;;;;Sem medição, sem justificativa;
492;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699043360;-21,75945;-41,3366;;;;;;;Sem medição, sem justificativa;
493;GR02;RJ;Campos dos Goytacazes;Limitado Privado;50417179405;699043310;-21,785389;-41,332443;;;;;;;Sem medição, sem justificativa;
494;GR02;RJ;Cantagalo;RETRANSMISSAO DE T.V.;50400151782;6748180;-21,981112;-42,368057;;;;;;;Sem medição, sem justificativa;
495;GR02;RJ;Cantagalo;Radiodifusão Comunitária;50013713922;683836846;-21,981112;-42,368057;;;;;;;Sem medição, sem justificativa;
496;GR02;RJ;Cantagalo;RETRANSMISSAO DE T.V.;50400138840;6726194;-21,981112;-42,395557;;;;;;;Sem medição, sem justificativa;
497;GR02;RJ;Cantagalo;SERVIÇO MOVEL PESSOAL;50409428698;684426382;-21,9797;-42,3664;;;;;;;Sem medição, sem justificativa;
498;GR02;RJ;Cantagalo;SERVIÇO MOVEL PESSOAL;50409428698;684426374;-21,9797;-42,3664;;;;;;;Sem medição, sem justificativa;
499;GR02;RJ;Cantagalo;SERVIÇO MOVEL PESSOAL;50409307637;688139752;-21,9797;-42,3664;;;;;;;Sem medição, sem justificativa;
500;GR02;RJ;Cantagalo;SERVIÇO MOVEL PESSOAL;50409146285;688949541;-21,9797;-42,3664;;;;;;;Sem medição, sem justificativa;
501;GR02;RJ;Cantagalo;Limitado Privado;50405724683;691293864;-21,980556;-42,361668;;;;;;;Sem medição, sem justificativa;
502;GR02;RJ;Cantagalo;Limitado Privado;50417425295;1014729901;-21,883333;-42,458027;;;;;;;Sem medição, sem justificativa;
503;GR02;RJ;Cantagalo;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;50415761301;1005547855;-21,981853;-42,368034;;;;;;;Sem medição, sem justificativa;
504;GR02;RJ;Carmo;Radiodifusão Sonora em Freqüência Modulada;4030144845;322387620;-21,88861;-42,6575;;;;;;;Sem medição, sem justificativa;
505;GR02;RJ;Carmo;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;603836712;-21,966944;-42,68972;;;;;;;Sem medição, sem justificativa;
506;GR02;RJ;Carmo;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;403139910;-21,932497;-42,609447;;;;;;;Sem medição, sem justificativa;
507;GR02;RJ;Carmo;Limitado Privado;50411119796;1001028403;-21,931929;-42,60751;;;;;;;Sem medição, sem justificativa;
508;GR02;RJ;Macaé;Radiodifusão Comunitária;50410717991;1001069185;-22,330833;-42,173332;;;;;;;Sem medição, sem justificativa;
509;GR02;RJ;Macaé;Radiodifusão Comunitária;50012741337;682911372;-22,23639;-42,054165;;;;;;;Sem medição, sem justificativa;
510;GR02;RJ;Macaé;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;1122630;-22,365833;-42,06972;;;;;;;Sem medição, sem justificativa;
511;GR02;RJ;Macaé;Limitado Privado;50439386845;1013237363;-22,324453;-41,752968;;;;;;;Sem medição, sem justificativa;
512;GR02;RJ;Macaé;Limitado Privado;1020965541;793370;-22,388622;-42,082626;;;;;;;Sem medição, sem justificativa;
513;GR02;RJ;Macaé;Limitado Privado;50405144415;1005953950;-22,30438;-41,884457;;;;;;;Sem medição, sem justificativa;
514;GR02;RJ;Macaé;Limitado Privado;50405144415;1005941723;-22,304567;-41,88466;;;;;;;Sem medição, sem justificativa;
515;GR02;RJ;Macaé;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;1014386567;-22,303228;-41,884674;;;;;;;Sem medição, sem justificativa;
516;GR02;RJ;Macaé;Limitado Privado;50418766738;1014571577;-22,30323;-41,88468;;;;;;;Sem medição, sem justificativa;
517;GR02;RJ;Macaé;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;699712750;-22,3878;-41,7722;;;;;;;Sem medição, sem justificativa;
518;GR02;RJ;Macaé;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;50411775200;1001914675;-22,387917;-41,77236;;;;;;;Sem medição, sem justificativa;
519;GR02;RJ;Macaé;Limitado Privado;50417179405;1014567219;-22,388306;-41,773502;;;;;;;Sem medição, sem justificativa;
520;GR02;RJ;Macaé;Limitado Privado - Prestação a terceiros;50419058354;1012927668;-22,389011;-41,77285;;;;;;;Sem medição, sem justificativa;
521;GR02;RJ;Macaé;Radioenlaces associados ao SCM;50013414186;699620090;-22,389694;-41,779667;;;;;;;Sem medição, sem justificativa;
522;GR02;RJ;Macaé;Limitado Privado;2020248816;692492135;-22,373917;-41,77892;;;;;;;Sem medição, sem justificativa;
523;GR02;RJ;Miguel Pereira;Radiodifusão Comunitária;50406860483;692975489;-22,483334;-43,488888;;;;;;;Sem medição, sem justificativa;
524;GR02;RJ;Miguel Pereira;Radiodifusão Sonora em Onda Média;1008012939;5534763;-22,455278;-43,478054;;;;;;;Sem medição, sem justificativa;
525;GR02;RJ;Miguel Pereira;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;603850669;-22,473057;-43,365;;;;;;;Sem medição, sem justificativa;
526;GR02;RJ;Miguel Pereira;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;688403964;-22,609718;-43,64139;;;;;;;Sem medição, sem justificativa;
527;GR02;RJ;Miguel Pereira;Limitado Privado;50410138703;699201284;-22,458906;-43,472843;;;;;;;Sem medição, sem justificativa;
528;GR02;RJ;Natividade;RETRANSMISSAO DE T.V.;50400147831;6747590;-21,042223;-41,97333;;;;;;;Sem medição, sem justificativa;
529;GR02;RJ;Natividade;Radiodifusão Comunitária;50434082864;688687830;-21,042223;-41,97333;;;;;;;Sem medição, sem justificativa;
530;GR02;RJ;Natividade;RETRANSMISSAO DE T.V.;1023495767;6747701;-21,042223;-41,97333;;;;;;;Sem medição, sem justificativa;
531;GR02;RJ;Natividade;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;691328544;-21,069445;-42,02111;;;;;;;Sem medição, sem justificativa;
532;GR02;RJ;Natividade;AUXILIAR RADIODIF.- TRANSMISS. DE PROGRAMAS;50415766370;1008193256;-21,043333;-41,974724;;;;;;;Sem medição, sem justificativa;
533;GR02;RJ;Natividade;Limitado Privado;50411309811;699990726;-21,044458;-41,97445;;;;;;;Sem medição, sem justificativa;
534;GR02;RJ;Niterói;SERVIÇO MOVEL PESSOAL;50409428698;665644566;-22,8832;-43,1034;;;;;;;Sem medição, sem justificativa;
535;GR02;RJ;Niterói;SERVIÇO MOVEL PESSOAL;50409428698;671066994;-22,8832;-43,1034;;;;;;;Sem medição, sem justificativa;
536;GR02;RJ;Niterói;SERVIÇO MOVEL PESSOAL;50409146285;5207460;-22,8832;-43,1034;;;;;;;Sem medição, sem justificativa;
537;GR02;RJ;Niterói;SERVIÇO MOVEL PESSOAL;50409307637;403090334;-22,8832;-43,1034;;;;;;;Sem medição, sem justificativa;
538;GR02;RJ;Niterói;Limitado Privado;50411331400;699911320;-22,884804;-43,07884;;;;;;;Sem medição, sem justificativa;
539;GR02;RJ;Niterói;Limitado Privado;50417179405;696084066;-22,907534;-43,096317;;;;;;;Sem medição, sem justificativa;
540;GR02;RJ;Niterói;Limitado Privado;50417179405;696084325;-22,870277;-43,103374;;;;;;;Sem medição, sem justificativa;
541;GR02;RJ;Niterói;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;699784352;-22,9088;-43,1008;;;;;;;Sem medição, sem justificativa;
542;GR02;RJ;Niterói;Limitado Privado;50417179405;696084333;-22,912373;-43,077183;;;;;;;Sem medição, sem justificativa;
543;GR02;RJ;Niterói;Serviço de Radiotáxi Privado;50402426118;687468221;-22,8975;-43,081112;;;;;;;Sem medição, sem justificativa;
544;GR02;RJ;Niterói;Radioenlaces associados ao SCM;50409293075;697502260;-22,900442;-43,080868;;;;;;;Sem medição, sem justificativa;
545;GR02;RJ;Niterói;Limitado Privado - Prestação a terceiros;50004466071;695879324;-22,900362;-43,08058;;;;;;;Sem medição, sem justificativa;
546;GR02;RJ;Niterói;Limitado Privado;50417179405;696084090;-22,900372;-43,09363;;;;;;;Sem medição, sem justificativa;
547;GR02;RJ;Niterói;Limitado Privado;50411331400;699911427;-22,8794;-43,1239;;;;;;;Sem medição, sem justificativa;
548;GR02;RJ;Niterói;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;1014387229;-22,8965;-43,1196;;;;;;;Sem medição, sem justificativa;
549;GR02;RJ;Niterói;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;699783682;-22,89729;-43,07742;;;;;;;Sem medição, sem justificativa;
550;GR02;RJ;Niterói;Limitado Privado;50411331400;699911290;-22,9097;-43,078;;;;;;;Sem medição, sem justificativa;
551;GR02;RJ;Niterói;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;690875053;-22,915953;-43,09261;;;;;;;Sem medição, sem justificativa;
552;GR02;RJ;Niterói;Limitado Privado;50411331400;699911192;-22,893929;-43,109207;;;;;;;Sem medição, sem justificativa;
553;GR02;RJ;Niterói;Radioenlaces Associados ao SMP;50404065767;697340287;-22,874098;-43,114296;;;;;;;Sem medição, sem justificativa;
554;GR02;RJ;Niterói;Limitado Privado;50418766738;1014722834;-22,89404;-43,11004;;;;;;;Sem medição, sem justificativa;
555;GR02;RJ;Niterói;Limitado Privado;50411331400;699911354;-22,8997;-43,1176;;;;;;;Sem medição, sem justificativa;
556;GR02;RJ;Niterói;Limitado Privado;50411331400;699911222;-22,8853;-43,10469;;;;;;;Sem medição, sem justificativa;
557;GR02;RJ;Niterói;Limitado Privado;50411331400;699911338;-22,9142;-43,0703;;;;;;;Sem medição, sem justificativa;
558;GR02;RJ;Niterói;Limitado Privado;50417179405;696084252;-22,877647;-43,086548;;;;;;;Sem medição, sem justificativa;
559;GR02;RJ;Niterói;Limitado Privado;50411331400;699911532;-22,873;-43,0752;;;;;;;Sem medição, sem justificativa;
560;GR02;RJ;Niterói;Limitado Privado;50411331400;699911451;-22,895306;-43,10331;;;;;;;Sem medição, sem justificativa;
561;GR02;RJ;Niterói;Limitado Privado;50417179405;696105144;-22,909122;-43,108032;;;;;;;Sem medição, sem justificativa;
562;GR02;RJ;Niterói;Radioenlaces associados ao SCM;50406190577;1004995684;-22,884516;-43,11102;;;;;;;Sem medição, sem justificativa;
563;GR02;RJ;Paraty;Radiodifusão Sonora em Freqüência Modulada;1030100330;6749640;-23,135279;-44,80722;;;;;;;Sem medição, sem justificativa;
564;GR02;RJ;Paraty;Radiodifusão Comunitária;50012641111;682812366;-23,224722;-44,72333;;;;;;;Sem medição, sem justificativa;
565;GR02;RJ;Paraty;SERVIÇO MOVEL PESSOAL;50409428698;671028413;-23,2221;-44,7175;;;;;;;Sem medição, sem justificativa;
566;GR02;RJ;Paraty;SERVIÇO MOVEL PESSOAL;50409428698;686902149;-23,2221;-44,7175;;;;;;;Sem medição, sem justificativa;
567;GR02;RJ;Paraty;SERVIÇO MOVEL PESSOAL;50409146285;5211565;-23,2221;-44,7175;;;;;;;Sem medição, sem justificativa;
568;GR02;RJ;Paraty;SERVIÇO MOVEL PESSOAL;50409307637;534842399;-23,2221;-44,7175;;;;;;;Sem medição, sem justificativa;
569;GR02;RJ;Paraty;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;687582067;-23,070553;-44,7;;;;;;;Sem medição, sem justificativa;
570;GR02;RJ;Paraty;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;607720506;-23,044447;-44,59472;;;;;;;Sem medição, sem justificativa;
571;GR02;RJ;Paraty;Limitado Privado;1030052263;1014964749;-23,219166;-44,71277;;;;;;;Sem medição, sem justificativa;
572;GR02;RJ;Paraty;Limitado Privado;1020965541;2053110;-23,221111;-44,7175;;;;;;;Sem medição, sem justificativa;
573;GR02;RJ;Paraty;Limitado Privado;50411132113;1000328799;-23,224722;-44,72361;;;;;;;Sem medição, sem justificativa;
574;GR02;RJ;Paraty;Limitado Privado;50439386845;1013236707;-23,219584;-44,71953;;;;;;;Sem medição, sem justificativa;
575;GR02;RJ;Paraty;Limitado Privado;50411309811;1000718554;-23,218521;-44,714333;;;;;;;Sem medição, sem justificativa;
576;GR02;RJ;Petrópolis;Radiodifusão Sonora em Freqüência Modulada;1008014044;5534879;-22,54;-43,15333;;;;;;;Sem medição, sem justificativa;
577;GR02;RJ;Petrópolis;Radiodifusão Sonora em Onda Média;1008007420;5534364;-22,533333;-43,184444;;;;;;;Sem medição, sem justificativa;
578;GR02;RJ;Petrópolis;Radiodifusão Comunitária;50012582948;682736384;-22,398333;-43,133057;;;;;;;Sem medição, sem justificativa;
579;GR02;RJ;Petrópolis;Radiodifusão Comunitária;50012037753;665767013;-22,487223;-43,163055;;;;;;;Sem medição, sem justificativa;
580;GR02;RJ;Petrópolis;SERVIÇO MOVEL PESSOAL;50409428698;1002482787;-22,538036;-43,195583;;;;;;;Sem medição, sem justificativa;
581;GR02;RJ;Petrópolis;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;699625939;-22,42879;-43,230957;;;;;;;Sem medição, sem justificativa;
582;GR02;RJ;Petrópolis;Limitado Privado;50411119796;1001028462;-22,252281;-43,073593;;;;;;;Sem medição, sem justificativa;
583;GR02;RJ;Petrópolis;SERVIÇO LIMITADO MOVEL PRIVATIVO;50408478667;1012591333;-22,29161;-43,12853;;;;;;;Sem medição, sem justificativa;
584;GR02;RJ;Petrópolis;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;684039893;-22,569721;-43,25139;;;;;;;Sem medição, sem justificativa;
585;GR02;RJ;Petrópolis;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;1001296041;-22,570028;-43,25153;;;;;;;Sem medição, sem justificativa;
586;GR02;RJ;Petrópolis;Limitado Privado;50417179405;699099323;-22,51151;-43,17744;;;;;;;Sem medição, sem justificativa;
587;GR02;RJ;Petrópolis;Limitado Privado;50417179405;699099366;-22,512053;-43,186733;;;;;;;Sem medição, sem justificativa;
588;GR02;RJ;Petrópolis;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;1001585264;-22,5117;-43,1868;;;;;;;Sem medição, sem justificativa;
589;GR02;RJ;Petrópolis;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;671079484;-22,511389;-43,18639;;;;;;;Sem medição, sem justificativa;
590;GR02;RJ;Petrópolis;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;568682238;-22,512222;-43,18611;;;;;;;Sem medição, sem justificativa;
591;GR02;RJ;Petrópolis;Limitado Privado;50417179405;699099188;-22,4644;-43,162174;;;;;;;Sem medição, sem justificativa;
592;GR02;RJ;Petrópolis;Limitado Privado;5020492868;506249867;-22,521944;-43,1575;;;;;;;Sem medição, sem justificativa;
593;GR02;RJ;Petrópolis;Limitado Privado;50417425295;1014519311;-22,53786;-43,195473;;;;;;;Sem medição, sem justificativa;
594;GR02;RJ;São Gonçalo;Radiodifusão Comunitária;50012137979;671045334;-22,865;-43,069443;;;;;;;Sem medição, sem justificativa;
595;GR02;RJ;São Gonçalo;Radiodifusão Sonora em Onda Média;1008006378;5534267;-22,77825;-43,01603;;;;;;;Sem medição, sem justificativa;
596;GR02;RJ;São Gonçalo;Radiodifusão Sonora em Onda Média;1008009474;5534534;-22,7785;-42,993637;;;;;;;Sem medição, sem justificativa;
597;GR02;RJ;São Gonçalo;Radiodifusão Sonora em Onda Média;1008011029;5534682;-22,7625;-43,008335;;;;;;;Sem medição, sem justificativa;
598;GR02;RJ;São Gonçalo;Radiodifusão Sonora em Onda Média;1008005720;5534208;-22,776686;-43,045563;;;;;;;Sem medição, sem justificativa;
599;GR02;RJ;São Gonçalo;Radiodifusão Sonora em Onda Média;1008011100;5534690;-22,8;-43,0625;;;;;;;Sem medição, sem justificativa;
600;GR02;RJ;São Gonçalo;Radiodifusão Comunitária;50012407275;682604810;-22,823334;-43,077778;;;;;;;Sem medição, sem justificativa;
601;GR02;RJ;São Gonçalo;Radiodifusão Sonora em Onda Média;1008004324;5534062;-22,779722;-43,025555;;;;;;;Sem medição, sem justificativa;
602;GR02;RJ;São Gonçalo;Radiodifusão Sonora em Onda Média;1008013404;5534810;-22,773333;-43,066555;;;;;;;Sem medição, sem justificativa;
603;GR02;RJ;São Gonçalo;Radiodifusão Sonora em Onda Média;1008005215;5534151;-22,794722;-43,05389;;;;;;;Sem medição, sem justificativa;
604;GR02;RJ;São Gonçalo;Limitado Privado;50404955100;1003383880;-22,780264;-42,993385;;;;;;;Sem medição, sem justificativa;
605;GR02;RJ;São Gonçalo;Limitado Privado;50418766738;1014242778;-22,77844;-43,02628;;;;;;;Sem medição, sem justificativa;
606;GR02;RJ;São Gonçalo;Limitado Privado;50411331400;699912008;-22,840227;-43,07812;;;;;;;Sem medição, sem justificativa;
607;GR02;RJ;São Gonçalo;Limitado Privado;50411331400;699911575;-22,817078;-42,99434;;;;;;;Sem medição, sem justificativa;
608;GR02;RJ;São Gonçalo;Limitado Privado;50411331400;699911613;-22,847872;-43,05505;;;;;;;Sem medição, sem justificativa;
609;GR02;RJ;São Gonçalo;Limitado Privado;50418766738;1014410115;-22,84636;-43,05527;;;;;;;Sem medição, sem justificativa;
610;GR02;RJ;São Gonçalo;Limitado Privado;50411331400;699911826;-22,806376;-43,040936;;;;;;;Sem medição, sem justificativa;
611;GR02;RJ;São Gonçalo;Limitado Privado;1020965541;1630350;-22,821648;-43,07772;;;;;;;Sem medição, sem justificativa;
612;GR02;RJ;São Gonçalo;Limitado Privado;1020965541;1629859;-22,840834;-43,076668;;;;;;;Sem medição, sem justificativa;
613;GR02;RJ;São Gonçalo;Limitado Privado;50411331400;699911273;-22,8647;-43,0794;;;;;;;Sem medição, sem justificativa;
614;GR02;RJ;São Gonçalo;Limitado Privado;50418766738;1014760248;-22,82887;-43,00437;;;;;;;Sem medição, sem justificativa;
615;GR02;RJ;São Gonçalo;Limitado Privado;50417179405;696105616;-22,87819;-42,98236;;;;;;;Sem medição, sem justificativa;
616;GR02;RJ;São Gonçalo;Limitado Privado;50411331400;699911656;-22,849154;-43,048904;;;;;;;Sem medição, sem justificativa;
617;GR02;RJ;São Gonçalo;Limitado Privado - Prestação a terceiros;50416484689;1015447985;-22,8171;-43,069893;;;;;;;Sem medição, sem justificativa;
618;GR02;RJ;São Gonçalo;Limitado Privado - Prestação a terceiros;50416484689;1006677272;-22,817083;-43,069897;;;;;;;Sem medição, sem justificativa;
619;GR02;RJ;São Gonçalo;Limitado Privado;50410927295;1000533597;-22,81611;-43,00889;;;;;;;Sem medição, sem justificativa;
620;GR02;RJ;São Gonçalo;Limitado Privado;50417179405;696105713;-22,857;-42,942383;;;;;;;Sem medição, sem justificativa;
621;GR02;RJ;São Gonçalo;Limitado Privado;50417179405;696105470;-22,84154;-43,079247;;;;;;;Sem medição, sem justificativa;
622;GR02;RJ;São Gonçalo;Limitado Privado;50411331400;699911680;-22,8471;-43,0521;;;;;;;Sem medição, sem justificativa;
623;GR02;RJ;São Gonçalo;Limitado Privado;50411331400;699911710;-22,8547;-43,0854;;;;;;;Sem medição, sem justificativa;
624;GR02;RJ;São Gonçalo;Limitado Privado;50411331400;699911630;-22,8459;-43,0536;;;;;;;Sem medição, sem justificativa;
625;GR02;RJ;São Gonçalo;Limitado Privado;50417179405;696105934;-22,829336;-43,051933;;;;;;;Sem medição, sem justificativa;
626;GR02;RJ;São Gonçalo;Limitado Privado;50418766738;1014770073;-22,83835;-43,01559;;;;;;;Sem medição, sem justificativa;
627;GR02;RJ;São Gonçalo;Limitado Privado;50417179405;696105730;-22,800364;-42,9841;;;;;;;Sem medição, sem justificativa;
628;GR02;RJ;São Gonçalo;Limitado Privado;50417179405;696108801;-22,821558;-42,984615;;;;;;;Sem medição, sem justificativa;
629;GR02;RJ;São Gonçalo;Limitado Privado;50411331400;699912946;-22,851831;-43,067368;;;;;;;Sem medição, sem justificativa;
630;GR02;RJ;São Gonçalo;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;690882599;-22,8007;-43,021866;;;;;;;Sem medição, sem justificativa;
631;GR02;RJ;São Gonçalo;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;50411775200;1001886329;-22,800972;-43,02183;;;;;;;Sem medição, sem justificativa;
632;GR02;RJ;São Gonçalo;Limitado Privado;50417179405;696108216;-22,83199;-42,994865;;;;;;;Sem medição, sem justificativa;
633;GR02;RJ;São Gonçalo;Limitado Privado;50418766738;1014760230;-22,83204;-42,9949;;;;;;;Sem medição, sem justificativa;
634;GR02;RJ;São Gonçalo;Limitado Privado;1020965541;5490847;-22,784445;-42,94528;;;;;;;Sem medição, sem justificativa;
635;GR02;RJ;São Gonçalo;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;11021017965;692858822;-22,846373;-43,055294;;;;;;;Sem medição, sem justificativa;
636;GR02;RJ;Valença;Radiodifusão Sonora em Onda Média;1008004081;5534038;-22,230278;-43,72861;;;;;;;Sem medição, sem justificativa;
637;GR02;RJ;Valença;Radiodifusão Sonora em Freqüência Modulada;1008003948;5534020;-22,238333;-43,685833;;;;;;;Sem medição, sem justificativa;
638;GR02;RJ;Valença;Radiodifusão Comunitária;50013814443;683977555;-22,209167;-43,719444;;;;;;;Sem medição, sem justificativa;
639;GR02;RJ;Valença;SERVIÇO MOVEL PESSOAL;50409428698;684679922;-22,2445;-43,7129;;;;;;;Sem medição, sem justificativa;
640;GR02;RJ;Valença;SERVIÇO MOVEL PESSOAL;50409428698;683878050;-22,2445;-43,7129;;;;;;;Sem medição, sem justificativa;
641;GR02;RJ;Valença;SERVIÇO MOVEL PESSOAL;50409146285;691402868;-22,2445;-43,7129;;;;;;;Sem medição, sem justificativa;
642;GR02;RJ;Valença;SERVIÇO MOVEL PESSOAL;50409307637;442927479;-22,2445;-43,7129;;;;;;;Sem medição, sem justificativa;
643;GR02;RJ;Valença;Limitado Privado;50001253638;1002323417;-22,346333;-43,681973;;;;;;;Sem medição, sem justificativa;
644;GR02;RJ;Valença;Limitado Privado;50001253638;1002246277;-22,345444;-43,681442;;;;;;;Sem medição, sem justificativa;
645;GR02;RJ;Valença;STFC/RADIOTELEFONICO - ESTACOES TERRESTRES;1030088616;576981540;-22,225554;-44,06639;;;;;;;Sem medição, sem justificativa;
646;GR02;RJ;Valença;Limitado Privado;50411309811;1000712351;-22,344357;-43,679867;;;;;;;Sem medição, sem justificativa;
647;GR02;RJ;Volta Redonda;Radiodifusão Comunitária;50403717051;689320434;-22,469723;-44,058334;;;;;;;Sem medição, sem justificativa;
648;GR02;RJ;Volta Redonda;Radiodifusão Comunitária;50405702361;692232540;-22,498611;-44,149166;;;;;;;Sem medição, sem justificativa;
